year,AS-RCEC_TaiESM1_r1i1p1f1_co2mass_1pctCO2,AS-RCEC_TaiESM1_r1i1p1f1_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1-HR_r1i1p1f2_co2mass_1pctCO2,CNRM-CERFACS_CNRM-CM6-1-HR_r1i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r1i1p1f2_co2mass_1pctCO2,CNRM-CERFACS_CNRM-CM6-1_r1i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r2i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r3i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r4i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r5i1p1f2_co2mass_abrupt-4xCO2,CNRM-CERFACS_CNRM-CM6-1_r6i1p1f2_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r1i1p1f1_co2mass_1pctCO2,IPSL_IPSL-CM6A-LR_r10i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r11i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r12i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r1i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r2i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r3i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r4i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r5i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r6i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r7i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r8i1p1f1_co2mass_abrupt-4xCO2,IPSL_IPSL-CM6A-LR_r9i1p1f1_co2mass_abrupt-4xCO2,MOHC_UKESM1-0-LL_r1i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r2i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r3i1p1f2_co2mass_1pctCO2,MOHC_UKESM1-0-LL_r4i1p1f2_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-HR_r1i1p1f1_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-HR_r1i1p1f1_co2mass_abrupt-4xCO2,MPI-M_MPI-ESM1-2-LR_r1i1p1f1_co2mass_1pctCO2,MPI-M_MPI-ESM1-2-LR_r1i1p1f1_co2mass_abrupt-4xCO2,NCAR_CESM2-FV2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM-FV2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2-WACCM_r1i1p1f1_co2mass_abrupt-4xCO2,NCAR_CESM2_r1i1p1f1_co2mass_1pctCO2,NCAR_CESM2_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorCPM1_r1i1p1f1_co2mass_1pctCO2,NCC_NorCPM1_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorESM2-LM_r1i1p1f1_co2mass_1pctCO2,NCC_NorESM2-LM_r1i1p1f1_co2mass_abrupt-4xCO2,NCC_NorESM2-MM_r1i1p1f1_co2mass_1pctCO2,NCC_NorESM2-MM_r1i1p1f1_co2mass_abrupt-4xCO2,NOAA-GFDL_GFDL-CM4_r1i1p1f1_co2mass_1pctCO2,NOAA-GFDL_GFDL-ESM4_r1i1p1f1_co2mass_1pctCO2,NOAA-GFDL_GFDL-ESM4_r1i1p1f1_co2mass_abrupt-4xCO2,SNU_SAM0-UNICON_r1i1p1f1_co2mass_1pctCO2,SNU_SAM0-UNICON_r1i1p1f1_co2mass_abrupt-4xCO2
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905333000000000.0,,,,5822155000000000.0,,,,,,,
